TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"3632118","Life Counters","Ultra Pro Tokens","Relic Tokens: Eternal Collection - Goblin","","","","Near Mint","8.71","","9.9900","9.9900","0","0","8.9700",""
"5919","Magic","10th Edition","Lord of the Undead","","155","R","Near Mint","16.21","","16.8900","15.4000","0","0","17.9000",""
"6723834","Magic","30th Anniversary Promos","Acidic Slime","","17","P","Near Mint Foil","0.26","0.16","1.4200","0.1100","0","0","0.2500",""
"6723799","Magic","30th Anniversary Promos","Chord of Calling (PT Exclusive)","","13","P","Near Mint Foil - Portuguese","13.46","","17.9700","17.9700","0","0","13.4600",""
"6723914","Magic","30th Anniversary Promos","Deadly Dispute","","29","P","Near Mint Foil","1.05","1.20","2.0200","0.7100","0","0","1.1700",""
"6723904","Magic","30th Anniversary Promos","Dovin's Veto","","27","P","Near Mint Foil","2.38","2.26","3.7100","2.4000","0","0","2.4700",""
"6723884","Magic","30th Anniversary Promos","Dramatic Reversal","","24","P","Near Mint Foil","2.75","2.15","3.8400","2.5300","0","0","1.1000",""
"6723794","Magic","30th Anniversary Promos","Eternal Witness","","12","P","Near Mint Foil","1.28","1.38","2.3000","0.9900","0","0","1.5000",""
"6723809","Magic","30th Anniversary Promos","Niv-Mizzet, the Firemind","","14","P","Near Mint Foil","1.15","0.98","2.2900","0.9800","0","0","0.6800",""
"16977","Magic","7th Edition","Elvish Champion","","240","R","Near Mint","9.36","","10.1100","9.1200","0","0","22.9900",""
"17173","Magic","7th Edition","Static Orb","","319","R","Near Mint","16.36","","16.3900","16.3900","1","0","16.3000",""
"23342","Magic","8th Edition","Glorious Anthem","","20","R","Near Mint","0.32","","1.5600","0.2500","1","0","0.7500",""
"23652","Magic","8th Edition","Urza's Tower","","330","U","Near Mint","0.82","","2.0400","0.7300","1","0","0.8200",""
"24780","Magic","9th Edition","Looming Shade","","142","C","Near Mint","0.03","0.01","1.3200","0.0100","1","0","0.7500",""
"374437","Magic","9th Edition","Sengir Vampire","","","R","Lightly Played","0.47","","1.4800","0.1700","1","0","0.9800",""
"48676","Magic","9th Edition","Serra Angel","","","R","Near Mint Foil","0.71","","1.7600","0.4500","0","0","0.4600",""
"5081915","Magic","Adventures in the Forgotten Realms","Acererak the Archlich (Extended Art)","","372","M","Near Mint Foil","3.92","4.20","4.5600","3.2500","0","0","4.4500",""
"5050805","Magic","Adventures in the Forgotten Realms","Adult Gold Dragon (Borderless)","","297","R","Near Mint","0.23","0.11","1.4900","0.1800","1","0","0.7900",""
"4944924","Magic","Adventures in the Forgotten Realms","Adventures in the Forgotten Realms - Collector Booster Display","","","","Unopened","223.13","","226.4900","211.5000","0","0","108.7500",""
"5059519","Magic","Adventures in the Forgotten Realms","Bulette (Showcase)","","324","C","Near Mint","0.05","0.01","1.3200","0.0100","1","0","0.7500",""
"5046428","Magic","Adventures in the Forgotten Realms","Charmed Sleep","","50","C","Near Mint Foil","0.10","","1.3300","0.0200","1","0","0.7500",""
"5048220","Magic","Adventures in the Forgotten Realms","Devour Intellect","","97","C","Near Mint Foil","0.04","0.03","1.3200","0.0100","1","0","0.7500",""
"5070170","Magic","Adventures in the Forgotten Realms","Djinni Windseer (Showcase)","","306","C","Near Mint Foil","0.11","0.04","1.3600","0.0500","1","0","0.7500",""
"5052248","Magic","Adventures in the Forgotten Realms","Dragon Turtle (Showcase)","","307","R","Near Mint","0.22","0.13","1.4300","0.1200","1","0","0.8100",""
"4950443","Magic","Adventures in the Forgotten Realms","Drizzt Do'Urden (Showcase)","","338","R","Near Mint Foil","0.35","0.32","1.5600","0.2500","1","0","0.9300",""
"5043085","Magic","Adventures in the Forgotten Realms","Dungeon Crawler","","99","U","Near Mint Foil","0.13","0.07","1.3500","0.0400","1","0","0.7500",""
"5104754","Magic","Adventures in the Forgotten Realms","Dungeon Descent (Dungeon Module)","","352","R","Near Mint","0.30","0.25","1.5200","0.2100","1","0","0.9100",""
"5055708","Magic","Adventures in the Forgotten Realms","Ebondeath, Dracolich (Borderless)","","292","M","Near Mint","4.63","4.44","5.0100","5.0100","0","0","3.8500",""
"5048325","Magic","Adventures in the Forgotten Realms","Evolving Wilds (Dungeon Module)","","353","C","Near Mint","0.33","0.13","1.4500","0.1400","1","0","0.9300",""
"5082265","Magic","Adventures in the Forgotten Realms","Eye of Vecna (Extended Art)","","393","R","Near Mint","0.48","0.46","1.6100","0.3000","0","0","0.2500",""
"5077819","Magic","Adventures in the Forgotten Realms","Eyes of the Beholder","","101","C","Near Mint Foil","0.11","0.06","1.3400","0.0300","1","0","0.7500",""
"5071360","Magic","Adventures in the Forgotten Realms","Fighter Class","","222","R","Near Mint Foil","9.12","10.16","10.7400","9.7500","0","0","10.4800",""
"5035795","Magic","Adventures in the Forgotten Realms","Flumph","","15","R","Near Mint Foil","2.09","2.45","2.8900","1.5800","0","0","0.8100",""
"5045648","Magic","Adventures in the Forgotten Realms","Forest (279)","","279","L","Near Mint Foil","0.16","0.15","1.3900","0.0800","1","0","0.7800",""
"5062285","Magic","Adventures in the Forgotten Realms","Froghemoth","","184","R","Near Mint Foil","0.48","","1.6600","0.3500","0","0","0.4200",""
"5053828","Magic","Adventures in the Forgotten Realms","Gnoll Hunter (Showcase)","","326","C","Near Mint","0.05","0.03","1.3200","0.0100","1","0","0.7500",""
"5053833","Magic","Adventures in the Forgotten Realms","Gnoll Hunter (Showcase)","","326","C","Near Mint Foil","0.11","0.05","1.3500","0.0400","1","0","0.7500",""
"5047560","Magic","Adventures in the Forgotten Realms","Grazilaxx, Illithid Scholar","","60","R","Near Mint Foil","1.50","1.01","2.3200","1.0100","1","0","1.9200",""
"5066645","Magic","Adventures in the Forgotten Realms","Guardian of Faith (Extended Art)","","362","R","Near Mint","3.54","4.46","4.7100","3.4000","0","0","4.2200",""
"5048000","Magic","Adventures in the Forgotten Realms","Guild Thief","","61","U","Near Mint Foil","0.07","","1.3400","0.0300","1","0","0.7500",""
"5056958","Magic","Adventures in the Forgotten Realms","Hama Pashar, Ruin Seeker","","224","U","Near Mint Foil","0.16","0.16","1.4100","0.1000","1","0","0.7900",""
"5069035","Magic","Adventures in the Forgotten Realms","Herald of Hadar","","108","C","Near Mint Foil","0.18","","1.4100","0.1000","1","0","0.8000",""
"5049160","Magic","Adventures in the Forgotten Realms","Icingdeath, Frost Tyrant","","20","M","Near Mint Foil","1.02","1.02","2.0500","0.7400","1","0","1.5500",""
"5118676","Magic","Adventures in the Forgotten Realms","Lair of the Hydra (Dungeon Module)","","356","R","Near Mint","1.38","1.38","2.5000","1.1900","0","0","1.4900",""
"4949853","Magic","Adventures in the Forgotten Realms","Lolth, Spider Queen","","112","M","Near Mint Foil","4.56","5.01","5.0100","5.0100","0","0","4.1600",""
"5076274","Magic","Adventures in the Forgotten Realms","Long Rest (Extended Art)","","386","R","Near Mint","0.21","","1.4500","0.1400","1","0","0.8300",""
"5076279","Magic","Adventures in the Forgotten Realms","Long Rest (Extended Art)","","386","R","Near Mint Foil","0.24","","1.4900","0.1800","1","0","0.8600",""
"5083588","Magic","Adventures in the Forgotten Realms","Loyal Warhound","","23","R","Near Mint","0.46","0.40","1.5600","0.2500","0","0","0.6400",""
"5051137","Magic","Adventures in the Forgotten Realms","Manticore (Showcase)","","314","C","Near Mint","0.05","0.02","1.3200","0.0100","1","0","0.7500",""
"5066710","Magic","Adventures in the Forgotten Realms","Minimus Containment","","24","C","Near Mint Foil","0.14","0.15","1.4100","0.1000","1","0","0.7600",""
"5062940","Magic","Adventures in the Forgotten Realms","Orcus, Prince of Undeath","","229","R","Near Mint","0.27","0.15","1.5000","0.1900","1","0","0.8700",""
"4947972","Magic","Adventures in the Forgotten Realms","Plains (265)","","265","L","Near Mint Foil","0.13","0.12","1.3500","0.0400","1","0","0.7500",""
"5081015","Magic","Adventures in the Forgotten Realms","Reaper's Talisman","","117","U","Near Mint Foil","0.19","0.18","1.4500","0.1000","1","0","0.8200",""
"5042439","Magic","Adventures in the Forgotten Realms","Shortcut Seeker","","73","C","Near Mint Foil","0.07","","1.3400","0.0300","1","0","0.7500",""
"5049040","Magic","Adventures in the Forgotten Realms","Sphere of Annihilation (Extended Art)","","376","R","Near Mint","0.24","","1.4600","0.1500","0","0","0.3200",""
"5044878","Magic","Adventures in the Forgotten Realms","Swamp (270)","","270","L","Near Mint Foil","0.18","","1.3800","0.0700","1","0","0.7900",""
"5044988","Magic","Adventures in the Forgotten Realms","Swamp (271)","","271","L","Near Mint Foil","0.17","0.15","1.3500","0.0400","1","0","0.7600",""
"5065325","Magic","Adventures in the Forgotten Realms","Swarming Goblins","","162","C","Near Mint Foil","0.18","0.15","1.4100","0.1000","1","0","0.7900",""
"5035680","Magic","Adventures in the Forgotten Realms","Tasha's Hideous Laughter","","78","R","Near Mint","2.56","2.50","3.7400","2.2400","0","0","3.8200",""
"5118997","Magic","Adventures in the Forgotten Realms","Temple of the Dragon Queen (Dungeon Module)","","357","U","Near Mint","0.36","0.23","1.5600","0.2500","1","0","0.9600",""
"5057943","Magic","Adventures in the Forgotten Realms","The Tarrasque","","207","M","Near Mint","2.37","2.47","3.6600","2.3500","0","0","3.9200",""
"5054268","Magic","Adventures in the Forgotten Realms","The Tarrasque (Showcase)","","333","M","Near Mint","2.21","2.21","3.3000","1.9900","0","0","1.9000",""
"5058053","Magic","Adventures in the Forgotten Realms","Triumphant Adventurer (Extended Art)","","390","R","Near Mint","0.37","0.41","1.4500","0.1400","1","0","0.9100",""
"5104749","Magic","Adventures in the Forgotten Realms","True Polymorph","","80","R","Near Mint Foil","0.23","0.19","1.3800","0.0700","1","0","0.8000",""
"5075559","Magic","Adventures in the Forgotten Realms","Vampire Spawn","","123","C","Near Mint Foil","0.18","0.15","1.3800","0.0700","1","0","0.7800",""
"5063775","Magic","Adventures in the Forgotten Realms","Volo, Guide to Monsters (Showcase)","","347","R","Near Mint Foil","0.36","0.29","1.5600","0.2500","1","0","0.9600",""
"5055323","Magic","Adventures in the Forgotten Realms","Wight","","127","R","Near Mint Foil","0.19","0.15","1.4100","0.1000","1","0","0.7900",""
"5056518","Magic","Adventures in the Forgotten Realms","Wish","","166","R","Near Mint Foil","1.06","0.52","1.6900","0.3800","0","0","0.3900",""
"5068540","Magic","Adventures in the Forgotten Realms","Xorn (Showcase)","","322","R","Near Mint","3.73","3.56","4.0600","2.7500","0","0","1.8700",""
"5063380","Magic","Adventures in the Forgotten Realms","Zariel, Archduke of Avernus (Borderless)","","285","M","Near Mint","3.26","3.75","4.3100","2.3200","0","0","3.8300",""
"3258350","Magic","Aether Revolt","Baral, Chief of Compliance","","28","R","Near Mint","1.64","1.64","2.8700","0.8800","0","0","1.5000",""
"3258360","Magic","Aether Revolt","Disallow","","31","R","Near Mint","1.68","9.82","2.5000","1.1900","1","0","1.7000",""
"3258550","Magic","Aether Revolt","Exquisite Archangel","","18","M","Near Mint","2.63","","3.1000","1.7900","0","0","0.8700",""
"3258580","Magic","Aether Revolt","Gifted Aetherborn","","61","U","Near Mint","0.27","0.27","1.5100","0.2000","1","0","0.8900",""
"3257850","Magic","Aether Revolt","Gonti's Aether Heart","","152","M","Near Mint","1.66","1.15","2.3100","1.0000","0","0","3.0300",""
"3258600","Magic","Aether Revolt","Hope of Ghirapur","","154","R","Near Mint","1.04","1.03","2.1100","0.8000","0","0","0.9500",""
"3258610","Magic","Aether Revolt","Indomitable Creativity","","85","M","Near Mint","2.14","2.11","2.8700","1.5600","0","0","7.0900",""
"3259325","Magic","Aether Revolt","Lifecrafter's Bestiary","","162","R","Near Mint Foil","2.58","","3.3000","1.9900","1","0","2.9400",""
"3258010","Magic","Aether Revolt","Mechanized Production","","38","M","Near Mint","0.98","1.18","2.0600","0.7500","0","0","0.8000",""
"3258020","Magic","Aether Revolt","Metallic Mimic","","164","R","Near Mint","1.24","0.93","2.4200","0.4200","1","0","1.7800",""
"3258025","Magic","Aether Revolt","Metallic Mimic","","164","R","Near Mint Foil","9.63","29.98","8.3000","8.3000","0","0","7.4500",""
"3255894","Magic","Aether Revolt","Oath of Ajani","","131","R","Near Mint","0.44","0.47","1.5400","0.2300","0","0","0.4500",""
"3258650","Magic","Aether Revolt","Paradox Engine","","169","M","Near Mint","6.97","9.79","7.2500","7.2500","0","0","5.9100",""
"3258060","Magic","Aether Revolt","Planar Bridge","","171","M","Near Mint","2.22","4.69","3.2800","1.9700","1","0","4.7000",""
"3258490","Magic","Aether Revolt","Rishkar's Expertise","","123","R","Near Mint","1.80","1.81","3.0600","1.5600","0","0","1.7600",""
"3258691","Magic","Aether Revolt","Solemn Recruit","","22","R","Lightly Played","0.12","","1.3600","0.0500","1","0","0.7500",""
"3258520","Magic","Aether Revolt","Spire of Industry","","184","R","Near Mint","0.32","0.31","1.5600","0.2500","1","0","0.9400",""
"3258730","Magic","Aether Revolt","Walking Ballista","","181","R","Near Mint","8.03","8.11","8.1800","7.1900","0","0","17.7100",""
"3258735","Magic","Aether Revolt","Walking Ballista","","181","R","Near Mint Foil","15.96","","13.9500","13.9500","0","0","12.8600",""
"3258185","Magic","Aether Revolt","Yahenni, Undying Partisan","","74","R","Near Mint","1.02","0.28","1.5900","0.2800","1","0","1.1200",""
"8542935","Magic","Aetherdrift","Afterburner Expert","","150","R","Near Mint","0.10","0.10","1.3200","0.0100","1","0","0.7500",""
"8525891","Magic","Aetherdrift","Bleachbone Verge","","250","R","Near Mint","8.15","9.25","7.9900","7.0000","0","0","7.1300",""
"262773","Magic","Alara Reborn","Wall of Denial","","16","U","Near Mint","0.57","","1.6600","0.3500","1","0","1.1100",""
"18170","Magic","Alliances","Thawing Glaciers","","189","R","Near Mint","17.01","20.21","17.7500","16.5500","0","0","15.0000",""
"18182","Magic","Alliances","Wandering Mage","","","R","Near Mint","0.52","0.46","1.7800","0.4700","1","0","1.1600",""
"3328061","Magic","Amonkhet","Anointed Procession","","2","R","Lightly Played","48.11","47.49","48.2500","45.7500","0","0","47.5000",""
"3324432","Magic","Amonkhet","Archfiend of Ifnir","","78","R","Near Mint","1.64","1.49","2.4100","1.1000","0","0","3.1000",""
"3327645","Magic","Amonkhet","Bontu the Glorified","","82","M","Near Mint","1.62","","2.9400","1.6300","0","0","1.1000",""
"3325662","Magic","Amonkhet","Bontu's Monument","","225","U","Near Mint","3.64","3.56","4.7300","3.4200","0","0","4.1300",""
"3325667","Magic","Amonkhet","Bontu's Monument","","225","U","Near Mint Foil","20.29","","19.5000","18.0000","0","0","14.3500",""
"3325271","Magic","Amonkhet","Canyon Slough","","239","R","Near Mint","0.34","0.36","1.4500","0.1400","1","0","0.8900",""
"3327105","Magic","Amonkhet","Champion of Rhonas","","159","R","Near Mint Foil","0.93","","1.8100","0.5000","1","0","1.3700",""
"3326231","Magic","Amonkhet","Combat Celebrant","","125","M","Near Mint","1.29","1.77","2.3000","0.9900","0","0","3.9800",""
"3326586","Magic","Amonkhet","Cruel Reality","","84","M","Near Mint","1.04","","2.0600","0.7500","1","0","1.5100",""
"3326276","Magic","Amonkhet","Failure // Comply","","221","R","Near Mint Foil","0.63","","1.6100","0.3000","0","0","0.6800",""
"3326286","Magic","Amonkhet","Gideon, Martial Paragon","","270","M","Near Mint Foil","1.12","","2.0100","0.7000","0","0","1.1000",""
"3325572","Magic","Amonkhet","Hazoret the Fervent","","136","M","Near Mint","0.68","0.68","1.7000","0.3900","1","0","1.1900",""
"3325291","Magic","Amonkhet","Irrigated Farmland","","245","R","Near Mint","0.21","0.25","1.4000","0.0900","4","0","0.8000",""
"3326301","Magic","Amonkhet","Liliana, Death's Majesty","","97","M","Near Mint","0.67","","1.8700","0.5600","0","0","0.9100",""
"3326631","Magic","Amonkhet","Mouth // Feed","","214","R","Near Mint Foil","0.44","","1.5600","0.2500","1","0","1.0000",""
"3327500","Magic","Amonkhet","Nissa, Steward of Elements","","204","M","Near Mint","0.40","","1.6400","0.3300","4","0","1.0100",""
"3325752","Magic","Amonkhet","Oketra's Monument","","233","U","Near Mint","3.39","3.39","3.8100","2.5000","0","0","1.3600",""
"3327525","Magic","Amonkhet","Plague Belcher","","104","R","Near Mint","0.49","0.49","1.5700","0.2600","0","0","2.7000",""
"3326646","Magic","Amonkhet","Regal Caracal","","24","R","Near Mint","0.63","0.62","1.6200","0.1200","0","0","1.0900",""
"3325772","Magic","Amonkhet","Rhonas's Monument","","236","U","Near Mint","0.83","0.72","2.0400","0.7300","0","0","1.0500",""
"3328100","Magic","Amonkhet","Samut, Voice of Dissent","","205","M","Near Mint","1.79","1.73","2.7500","1.2500","2","0","2.2800",""
"3326666","Magic","Amonkhet","Soul-Scar Mage","","148","R","Near Mint","0.68","0.61","1.7600","0.4500","0","0","1.9000",""
"1168402","Magic","Anthologies","Cuombajj Witches","","22","C","Near Mint","0.39","","1.5600","0.2500","1","0","0.7500",""
"17363","Magic","Antiquities","Ornithopter","","","C","Near Mint","6.99","7.29","6.9700","5.9800","0","0","5.8000",""
"366318","Magic","Antiquities","Rocket Launcher","","","U","Lightly Played","2.29","","3.6000","2.2900","0","0","1.9900",""
"334802","Magic","Antiquities","Rocket Launcher","","","U","Moderately Played","1.82","","2.9000","1.5900","1","0","2.3600",""
"404067","Magic","Archenemy","Memnarch","","112","R","Heavily Played","3.67","","4.9800","3.6700","1","0","4.2800",""
"3373083","Magic","Archenemy: Nicol Bolas","Fiendslayer Paladin","","8","R","Near Mint","0.77","","1.9700","0.6600","1","0","1.3800",""
"3373188","Magic","Archenemy: Nicol Bolas","Inferno Titan","","53","M","Near Mint","0.35","","1.5100","0.2000","4","0","0.8900",""
"3373078","Magic","Archenemy: Nicol Bolas","Odric, Master Tactician","","17","R","Near Mint","0.43","","1.6100","0.3000","1","0","1.0300",""
"129948","Magic","Arena Promos","Disenchant","","","C","Near Mint","11.20","","11.5600","10.5600","1","0","11.0900",""
"8753413","Magic","Art Series: FINAL FANTASY","Astrologian's Planisphere Art Card","","4","S","Near Mint","0.36","","1.4600","0.1500","2","0","0.9400",""
"8753443","Magic","Art Series: FINAL FANTASY","Astrologian's Planisphere Art Card (Gold-Stamped Signature)","","4","S","Near Mint","1.51","","2.3100","1.0000","1","0","1.8000",""
"8753653","Magic","Art Series: FINAL FANTASY","Barret Wallace Art Card","","8","S","Near Mint","0.27","","1.4900","0.1800","1","0","0.8200",""
"8755184","Magic","Art Series: FINAL FANTASY","Braska's Final Aeon Art Card","","39","S","Near Mint","0.35","","1.5200","0.2100","1","0","0.8700",""
"8755695","Magic","Art Series: FINAL FANTASY","Cloud, Ex-SOLDIER Art Card","","50","S","Near Mint","1.02","","1.9300","0.6200","0","0","1.1200",""
"8752963","Magic","Art Series: FINAL FANTASY","Cloud's Limit Break Art Card","","23","S","Near Mint","0.34","","1.5600","0.0700","1","0","0.8800",""
"8753023","Magic","Art Series: FINAL FANTASY","Dancer's Chakrams Art Card","","24","S","Near Mint","0.36","","1.5100","0.2000","1","0","0.9100",""
"8752783","Magic","Art Series: FINAL FANTASY","Delivery Moogle Art Card","","1","S","Near Mint","0.34","","1.4600","0.1500","3","0","0.9200",""
"8753383","Magic","Art Series: FINAL FANTASY","Dion, Bahamut's Dominant Art Card","","42","S","Near Mint","0.51","","1.5600","0.2500","0","0","0.7500",""
"8753353","Magic","Art Series: FINAL FANTASY","Dion, Bahamut's Dominant Art Card (Gold-Stamped Signature)","","42","S","Near Mint","3.24","","4.4600","3.1500","0","0","3.3500",""
"8754614","Magic","Art Series: FINAL FANTASY","Edgar, Master Machinist Art Card","","27","S","Near Mint","0.32","","1.4400","0.1300","1","0","0.9100",""
"8754644","Magic","Art Series: FINAL FANTASY","Edgar, Master Machinist Art Card (Gold-Stamped Signature)","","27","S","Near Mint","1.27","","2.5100","1.2000","1","0","1.9200",""
"8754704","Magic","Art Series: FINAL FANTASY","Estinien Varlineau Art Card","","28","S","Near Mint","0.33","","1.5100","0.2000","2","0","0.9300",""
"8753143","Magic","Art Series: FINAL FANTASY","Farewell Art Card","","31","S","Near Mint","0.38","","1.4500","0.1400","3","0","0.9500",""
"8754344","Magic","Art Series: FINAL FANTASY","G'raha Tia, Scion Reborn Art Card (19)","","19","S","Near Mint","0.53","","1.7000","0.3900","2","0","1.1000",""
"8755785","Magic","Art Series: FINAL FANTASY","G'raha Tia, Scion Reborn Art Card (51)","","51","S","Near Mint","0.53","","1.7100","0.4000","1","0","1.0800",""
"8755425","Magic","Art Series: FINAL FANTASY","Golbez, Crystal Collector Art Card","","45","S","Near Mint","0.32","","1.4100","0.1000","1","0","0.8400",""
"8753773","Magic","Art Series: FINAL FANTASY","Gysahl Greens Art Card","","10","S","Near Mint","0.41","","1.5000","0.1900","0","0","0.7500",""
"8753893","Magic","Art Series: FINAL FANTASY","Hades, Sorcerer of Eld Art Card","","12","S","Near Mint","0.49","","1.4500","0.1400","1","0","1.0100",""
"8753263","Magic","Art Series: FINAL FANTASY","Hydaelyn, the Mothercrystal Art Card","","34","S","Near Mint","0.73","","1.8000","0.4900","2","0","1.3600",""
"8753233","Magic","Art Series: FINAL FANTASY","Hydaelyn, the Mothercrystal Art Card (Gold-Stamped Signature)","","34","S","Near Mint","6.43","","7.2400","6.2500","0","0","5.5000",""
"8754013","Magic","Art Series: FINAL FANTASY","Jenova, Ancient Calamity Art Card","","14","S","Near Mint","0.37","","1.6000","0.2900","2","0","0.9700",""
"8755304","Magic","Art Series: FINAL FANTASY","Jill, Shiva's Dominant Art Card","","43","S","Near Mint","0.43","","1.4100","0.1000","1","0","0.9100",""
"8755455","Magic","Art Series: FINAL FANTASY","Kefka, Court Mage Art Card","","46","S","Near Mint","0.41","","1.4100","0.1000","1","0","0.8700",""
"8755485","Magic","Art Series: FINAL FANTASY","Kefka, Court Mage Art Card (Gold-Stamped Signature)","","46","S","Near Mint","3.11","","3.8100","2.0200","0","0","3.4700",""
"8754734","Magic","Art Series: FINAL FANTASY","Kimahri, Valiant Guardian Art Card","","29","S","Near Mint","0.38","","1.4600","0.1500","2","0","1.0100",""
"8754103","Magic","Art Series: FINAL FANTASY","Locke Cole Art Card","","15","S","Near Mint","0.33","","1.5600","0.2500","2","0","0.9200",""
"8752843","Magic","Art Series: FINAL FANTASY","Machinist's Arsenal Art Card","","2","S","Near Mint","0.33","","1.4900","0.1800","2","0","0.9400",""
"8754944","Magic","Art Series: FINAL FANTASY","Nibelheim Aflame Art Card","","35","S","Near Mint","1.38","","2.2000","0.8900","0","0","1.4900",""
"8754914","Magic","Art Series: FINAL FANTASY","Nibelheim Aflame Art Card (Gold-Stamped Signature)","","35","S","Near Mint","13.78","","16.3000","15.0000","0","0","12.6600",""
"8753863","Magic","Art Series: FINAL FANTASY","Quina, Qu Gourmet Art Card","","11","S","Near Mint","0.31","","1.3500","0.0400","3","0","0.8400",""
"8754254","Magic","Art Series: FINAL FANTASY","Rabanastre, Royal City Art Card","","18","S","Near Mint","0.40","","1.5100","0.2000","2","0","0.9900",""
"8754284","Magic","Art Series: FINAL FANTASY","Rabanastre, Royal City Art Card (Gold-Stamped Signature)","","18","S","Near Mint","2.14","","2.8100","1.5000","0","0","2.4600",""
"8754824","Magic","Art Series: FINAL FANTASY","Red XIII, Proud Warrior Art Card","","30","S","Near Mint","0.41","","1.5500","0.2400","1","0","0.9400",""
"8754794","Magic","Art Series: FINAL FANTASY","Red XIII, Proud Warrior Art Card (Gold-Stamped Signature)","","30","S","Near Mint","3.12","","3.8000","2.4900","0","0","3.4200",""
"8754854","Magic","Art Series: FINAL FANTASY","Ruinous Ultimatum Art Card","","33","S","Near Mint","0.34","","1.5100","0.2000","2","0","0.9100",""
"8754884","Magic","Art Series: FINAL FANTASY","Ruinous Ultimatum Art Card (Gold-Stamped Signature)","","33","S","Near Mint","1.97","","2.7700","1.4600","1","0","2.3700",""
"8753503","Magic","Art Series: FINAL FANTASY","Sage's Nouliths Art Card","","5","S","Near Mint","0.32","","1.3800","0.0700","2","0","0.8100",""
"8755334","Magic","Art Series: FINAL FANTASY","Sephiroth, Fabled SOLDIER Art Card","","44","S","Near Mint","1.34","","1.8100","0.5000","0","0","1.0600",""
"8754584","Magic","Art Series: FINAL FANTASY","Shadow, Mysterious Assassin Art Card","","26","S","Near Mint","0.34","","1.5100","0.2000","2","0","0.8800",""
"8754554","Magic","Art Series: FINAL FANTASY","Shadow, Mysterious Assassin Art Card (Gold-Stamped Signature)","","26","S","Near Mint","2.23","","3.2100","1.9000","0","0","2.3600",""
"8754133","Magic","Art Series: FINAL FANTASY","Shantotto, Tactician Magician Art Card","","16","S","Near Mint","0.33","","1.4400","0.1300","3","0","0.8700",""
"8754974","Magic","Art Series: FINAL FANTASY","Sin, Spira's Punishment Art Card","","36","S","Near Mint","0.37","","1.5600","0.1700","2","0","1.0000",""
"8753743","Magic","Art Series: FINAL FANTASY","Sorceress's Schemes Art Card","","9","S","Near Mint","0.34","","1.4600","0.1500","3","0","0.9200",""
"8755545","Magic","Art Series: FINAL FANTASY","Squall, SeeD Mercenary Art Card","","47","S","Near Mint","0.46","","1.6000","0.2900","2","0","0.9900",""
"8752903","Magic","Art Series: FINAL FANTASY","Stiltzkin, Moogle Merchant Art Card","","3","S","Near Mint","0.48","","1.4600","0.1500","2","0","0.9700",""
"8755064","Magic","Art Series: FINAL FANTASY","Summon: Bahamut Art Card","","37","S","Near Mint","0.61","","1.7500","0.4400","0","0","1.0700",""
"8755214","Magic","Art Series: FINAL FANTASY","Summon: Esper Ramuh Art Card","","40","S","Near Mint","0.40","","1.5400","0.2300","2","0","0.9700",""
"8755244","Magic","Art Series: FINAL FANTASY","Summon: Esper Ramuh Art Card (Gold-Stamped Signature)","","40","S","Near Mint","4.08","","4.8100","3.5000","1","0","4.6100",""
"8753323","Magic","Art Series: FINAL FANTASY","Summon: Good King Mog XII Art Card","","41","S","Near Mint","0.60","","1.5400","0.1900","0","0","1.1100",""
"8755094","Magic","Art Series: FINAL FANTASY","Summon: Leviathan Art Card","","38","S","Near Mint","0.44","","1.4600","0.1500","3","0","0.9700",""
"8755124","Magic","Art Series: FINAL FANTASY","Summon: Leviathan Art Card (Gold-Stamped Signature)","","38","S","Near Mint","6.00","","5.9500","5.9500","0","0","2.2000",""
"8753083","Magic","Art Series: FINAL FANTASY","Tataru Taru Art Card","","25","S","Near Mint","0.44","","1.5600","0.2300","2","0","0.9900",""
"8753053","Magic","Art Series: FINAL FANTASY","Tataru Taru Art Card (Gold-Stamped Signature)","","25","S","Near Mint","2.41","","3.3100","2.0000","1","0","2.9100",""
"8754374","Magic","Art Series: FINAL FANTASY","Terra, Herald of Hope Art Card","","20","S","Near Mint","0.45","","1.5100","0.0200","3","0","0.9900",""
"8753983","Magic","Art Series: FINAL FANTASY","The Emperor of Palamecia Art Card","","13","S","Near Mint","0.30","","1.5100","0.2000","3","0","0.8400",""
"8753533","Magic","Art Series: FINAL FANTASY","The Final Days Art Card","","6","S","Near Mint","0.45","","1.5500","0.2400","1","0","0.9900",""
"8755815","Magic","Art Series: FINAL FANTASY","Tifa, Martial Artist Art Card","","52","S","Near Mint","1.29","","2.2100","0.9000","0","0","1.2500",""
"8753203","Magic","Art Series: FINAL FANTASY","Together Forever Art Card","","32","S","Near Mint","0.49","","1.6100","0.3000","1","0","1.0100",""
"8754224","Magic","Art Series: FINAL FANTASY","Vivi Ornitier Art Card","","17","S","Near Mint","0.95","","1.7900","0.3000","1","0","1.3400",""
"8754464","Magic","Art Series: FINAL FANTASY","Y'shtola, Night's Blessed Art Card (21)","","21","S","Near Mint","0.48","","1.5500","0.2400","3","0","0.9700",""
